ibge_code,year,start_week,peak_week,end_week,duration,total_duration,peak_value
353700,2023,52,52,52,1,1,2
353700,2024,1,8,10,8,10,133
353710,2024,8,16,20,9,13,174
353715,2023,12,20,20,9,9,71
353715,2024,9,17,24,9,16,75
353760,2024,5,19,22,15,18,1190
353780,2024,10,15,23,6,14,9
353790,2024,10,21,26,12,17,5
353800,2023,13,20,22,8,10,62
353800,2023,49,52,52,4,4,67
353800,2024,1,8,19,8,19,1390
353810,2024,7,20,23,14,17,136
353820,2024,8,13,21,6,14,6
353830,2023,6,13,16,8,11,13
353850,2024,4,14,19,11,16,8
353860,2024,8,15,22,8,15,351
353870,2023,12,16,18,5,7,12
353870,2024,2,17,26,16,25,879
353880,2023,15,18,21,4,7,22
353880,2024,5,21,26,17,22,584
353890,2023,8,12,21,5,14,173
353900,2023,16,20,23,5,8,95
353900,2024,5,20,24,16,20,322
353910,2024,9,21,21,13,13,17
353920,2023,3,13,20,11,18,469
353930,2023,12,13,23,2,12,20
353930,2024,1,21,24,21,24,228
353950,2024,16,21,24,6,9,130
353970,2023,11,17,17,7,7,679
353980,2024,3,19,22,17,20,161
354000,2023,8,15,16,8,9,231
354000,2024,9,20,23,12,15,166
354020,2023,8,15,20,8,13,32
354020,2024,14,20,25,7,12,6
354050,2024,12,21,26,10,15,29
354060,2023,6,12,20,7,15,1211
354060,2024,14,21,23,8,10,2083
354070,2024,6,21,27,16,22,187
354075,2023,2,6,7,5,6,16
354075,2023,9,12,19,4,11,23
354080,2024,19,24,27,6,9,51
354085,2023,9,14,17,6,9,171
354090,2023,5,15,21,11,17,33
354100,2024,12,14,22,3,11,192
354105,2024,8,16,22,9,15,1
354110,2023,9,13,16,5,8,13
354120,2023,2,10,17,9,16,626
354130,2023,2,15,15,14,14,192
354140,2023,2,13,19,12,18,1996
354190,2024,9,16,24,8,16,5
354200,2023,13,15,18,3,6,112
354210,2024,5,14,20,10,16,255
354220,2023,7,11,21,5,15,361
354230,2024,6,16,19,11,14,85
354240,2023,10,15,15,6,6,400
354250,2023,10,17,21,8,12,1
354250,2024,5,22,22,18,18,39
354260,2024,4,14,17,11,14,243
354270,2024,2,8,14,7,13,249
354290,2024,12,18,23,7,12,60
354310,2024,4,5,16,2,13,75
354320,2023,2,10,15,9,14,379
354323,2023,6,15,16,10,11,146
354325,2024,15,20,22,6,8,6
354330,2024,9,14,23,6,15,26
354340,2023,10,19,21,10,12,467
354340,2024,3,12,24,10,22,856
354350,2024,8,20,21,13,14,3
354360,2024,10,13,20,4,11,2
354390,2023,13,13,20,1,8,50
354390,2024,7,15,24,9,18,416
354400,2023,12,12,23,1,12,0
354400,2024,8,8,24,1,17,0
354410,2024,8,9,20,2,13,29
354420,2024,17,20,22,4,6,43
354425,2023,3,15,20,13,18,256
354430,2023,9,15,18,7,10,1
354430,2024,1,9,21,9,21,13
354460,2023,11,15,17,5,7,12
354460,2024,11,20,21,10,11,38
354470,2023,3,5,18,3,16,38
354480,2024,2,11,12,10,11,50
354490,2023,3,9,19,7,17,23
354500,2024,9,16,23,8,15,158
354510,2023,3,5,17,3,15,76
354515,2024,7,14,23,8,17,294
354520,2023,9,14,22,6,14,53
354520,2024,6,19,24,14,19,1576
354530,2024,7,10,24,4,18,155
354540,2023,2,15,16,14,15,393
354550,2023,7,14,19,8,13,5
354560,2023,4,12,21,9,18,117
354580,2024,9,19,22,11,14,87
354600,2023,18,20,22,3,5,1
354600,2024,4,12,21,9,18,524
354610,2024,16,19,22,4,7,183
354620,2024,10,19,24,10,15,63
354625,2024,8,14,23,7,16,1
354630,2024,2,12,17,11,16,467
354640,2023,12,17,20,6,9,2531
354640,2024,13,21,22,9,10,2268
354650,2023,5,11,19,7,15,111
354670,2024,8,17,25,10,18,26
354680,2024,4,16,22,13,19,366
354700,2023,11,13,20,3,10,13
354700,2024,15,20,22,6,8,3
354710,2023,12,14,18,3,7,127
354730,2024,7,21,23,15,17,207
354750,2024,14,15,27,2,14,25
354770,2023,3,13,17,11,15,48
354780,2024,5,20,24,16,20,1370
354790,2023,15,20,21,6,7,4
354790,2024,4,20,21,17,18,5
354800,2024,7,15,21,9,15,276
354810,2024,3,12,21,10,19,89
354820,2024,8,8,18,1,11,0
354840,2023,11,15,20,5,10,83
354850,2024,8,20,21,13,14,120
354860,2024,6,21,23,16,18,107
354870,2024,9,20,26,12,18,831
354880,2024,5,20,25,16,21,1174
354890,2024,7,20,26,14,20,1220
354910,2024,4,12,24,9,21,445
354930,2023,9,15,21,7,13,136
354960,2024,6,21,21,16,16,2
354970,2024,4,11,21,8,18,235
354980,2024,16,19,21,4,6,1099
354990,2024,4,15,24,12,21,1136
354995,2024,8,16,27,9,20,4
355000,2024,6,17,19,12,14,3
355010,2024,1,11,22,11,22,595
355020,2024,11,20,27,10,17,155
355030,2024,4,19,23,16,20,45993
355040,2024,6,21,26,16,21,74
355050,2023,8,18,23,11,16,125
355050,2024,16,20,23,5,8,135
355060,2024,9,19,25,11,17,118
355070,2023,16,18,21,3,6,12
355070,2024,4,16,24,13,21,290
355080,2024,8,14,23,7,16,43
355110,2024,8,9,22,2,15,37
355120,2024,8,17,17,10,10,15
355140,2023,11,12,17,2,7,88
355140,2024,11,20,21,10,11,185
355150,2024,4,9,18,6,15,66
355160,2024,10,21,26,12,17,68
355180,2024,2,12,16,11,15,55
355190,2024,13,17,22,5,10,131
355200,2024,9,10,23,2,15,3
355210,2024,6,16,23,11,18,797
355220,2023,12,17,22,6,11,273
355220,2024,4,17,25,14,22,3189
355240,2024,8,17,25,10,18,30
355250,2024,3,17,23,15,21,147
355255,2024,18,21,23,4,6,109
355260,2024,8,19,22,12,15,338
355270,2023,2,10,17,9,16,666
355280,2024,8,20,25,13,18,1279
355290,2023,9,16,19,8,11,278
355300,2024,7,15,20,9,14,282
355310,2024,14,19,20,6,7,68
355320,2024,14,17,23,4,10,28
355330,2023,12,12,12,1,1,6
355330,2023,15,15,21,1,7,13
355330,2024,4,20,24,17,21,565
355350,2024,14,14,23,1,10,22
355360,2024,4,15,21,12,18,229
355370,2023,2,7,16,6,15,177
355380,2024,11,21,23,11,13,120
355385,2024,17,17,22,1,6,35
355390,2023,2,10,17,9,16,298
355395,2023,14,20,21,7,8,147
355395,2024,6,11,11,6,6,80
355410,2023,13,20,20,8,8,9
355410,2024,1,10,21,10,21,332
355420,2024,13,25,27,13,15,30
355450,2023,11,17,20,7,10,255
355450,2024,11,23,24,13,14,341
355465,2024,18,20,27,3,10,15
355470,2023,20,21,28,2,9,2
355470,2024,9,19,21,11,13,5
355475,2023,12,15,17,4,6,56
355480,2023,11,17,21,7,11,4
355480,2023,51,51,52,1,2,0
355480,2024,1,8,19,8,19,5
355495,2024,6,20,24,15,19,27
355500,2023,6,15,20,10,15,119
355510,2023,2,7,13,6,12,591
355540,2023,50,52,52,3,3,31
355540,2024,1,17,23,17,23,514
355550,2023,17,20,22,4,6,11
355550,2024,15,20,23,6,9,161
355590,2023,13,19,19,7,7,15
355600,2024,9,21,26,13,18,73
355610,2024,13,26,27,14,15,45
355620,2024,3,14,22,12,20,192
355635,2024,4,11,21,8,18,578
355640,2024,3,8,18,6,16,14
355645,2024,6,23,25,18,20,52
355650,2024,4,20,22,17,19,62
355670,2024,6,16,26,11,21,4
355680,2023,2,13,16,12,15,90
355680,2024,15,19,22,5,8,54
355690,2023,12,17,22,6,11,322
355690,2024,8,19,22,12,15,552
355700,2023,5,15,21,11,17,46
355700,2024,6,17,22,12,17,243
355710,2024,3,9,23,7,21,712
355720,2024,12,20,23,9,12,70
355730,2023,7,18,19,12,13,23
410010,2024,1,12,20,12,20,18
410020,2024,15,21,24,7,10,10
410045,2024,13,21,27,9,15,125
410050,2023,2,11,21,10,20,132
410060,2024,7,15,22,9,16,43
410070,2023,16,20,26,5,11,8
410070,2023,45,50,52,6,8,22
410070,2024,1,8,9,8,9,126
410070,2024,15,15,21,1,7,127
410080,2024,17,20,27,4,11,356
410090,2023,15,20,21,6,7,51
410090,2024,8,14,17,7,10,49
410100,2024,4,12,19,9,16,621
410105,2024,14,14,22,1,9,40
410110,2023,3,17,20,15,18,105
410115,2023,11,11,20,1,10,0
410115,2024,14,21,22,8,9,20
410120,2024,1,8,13,8,13,30
410140,2023,15,15,15,1,1,99
410140,2023,17,17,17,1,1,98
410140,2023,19,19,20,1,2,112
410140,2023,48,51,52,4,5,565
410140,2024,1,3,17,3,17,2758
410150,2024,6,14,20,9,15,1264
410160,2024,8,20,23,13,16,124
410165,2024,3,11,15,9,13,24
410170,2023,50,50,52,1,3,10
410170,2024,1,12,18,12,18,70
410180,2024,13,17,20,5,8,100
410185,2024,4,14,17,11,14,98
410190,2023,13,17,21,5,9,19
410190,2024,10,19,26,10,17,93
410200,2024,7,17,21,11,15,430
410210,2023,4,15,21,12,18,107
410220,2023,13,18,18,6,6,58
410220,2023,50,50,52,1,3,8
410220,2024,1,5,14,5,14,56
410240,2023,10,19,24,10,15,188
410240,2024,6,15,21,10,16,214
410250,2024,6,16,22,11,17,138
410260,2024,2,2,2,1,1,16
410260,2024,5,14,21,10,17,472
410270,2023,15,22,23,8,9,13
410270,2024,14,21,25,8,12,71
410275,2023,13,13,21,1,9,12
410275,2024,4,19,21,16,18,158
410280,2023,7,7,7,1,1,5
410280,2023,9,15,21,7,13,329
410280,2024,13,21,22,9,10,210
410300,2024,9,16,16,8,8,741
410302,2024,6,14,21,9,16,95
410305,2023,16,18,21,3,6,6
410305,2024,2,11,17,10,16,142
410315,2024,9,11,22,3,14,9
410320,2023,9,15,20,7,12,180
410330,2023,18,20,21,3,4,3
410330,2023,23,23,23,1,1,1
410330,2023,47,52,52,6,6,7
410330,2024,1,4,12,4,12,36
410335,2024,11,16,25,6,15,115
410337,2024,8,17,19,10,12,29
410340,2023,7,13,16,7,10,335
410345,2023,12,14,19,3,8,184
410345,2024,7,19,21,13,15,240
410347,2023,5,15,20,11,16,220
410350,2024,2,11,18,10,17,239
410360,2023,11,21,22,11,12,55
410360,2024,14,17,23,4,10,68
410370,2023,10,17,23,8,14,185
410370,2024,3,12,21,10,19,387
410380,2023,10,10,10,1,1,6
410380,2023,12,12,12,1,1,9
410380,2023,14,17,22,4,9,15
410380,2023,50,51,52,2,3,10
410380,2024,1,8,20,8,20,122
410390,2024,8,17,22,10,15,434
410395,2024,4,4,9,1,6,1
410400,2024,13,20,22,8,10,39
410405,2024,11,16,23,6,13,73
410430,2024,3,14,17,12,15,1093
410440,2024,2,19,22,18,21,210
410442,2024,10,19,25,10,16,75
410445,2024,10,20,25,11,16,450
410450,2023,7,7,7,1,1,80
410450,2023,9,15,21,7,13,1058
410450,2024,13,20,21,8,9,522
410460,2023,43,50,52,8,10,303
410460,2024,8,9,14,2,7,202
410465,2024,14,18,22,5,9,11
410470,2024,9,19,22,11,14,207
410480,2024,4,14,20,11,17,8736
410490,2024,13,21,27,9,15,34
410510,2023,4,12,19,9,16,39
410530,2024,7,13,21,7,15,378
410540,2024,6,15,20,10,15,593
410550,2024,8,15,21,8,14,1992
410560,2024,16,23,25,8,10,47
410570,2024,8,14,22,7,15,80
410580,2024,10,19,22,10,13,1774
410600,2024,6,16,23,11,18,34
410610,2024,8,20,22,13,15,25
410630,2023,15,15,18,1,4,41
410630,2023,20,20,20,1,1,26
410630,2024,5,14,21,10,17,552
410640,2023,15,16,22,2,8,58
410640,2023,52,52,52,1,1,6
410640,2024,1,12,21,12,21,895
410650,2024,11,15,16,5,6,37
410657,2024,7,14,21,8,15,333
410660,2024,4,11,21,8,18,188
410685,2023,9,16,20,8,12,52
410685,2024,4,8,18,5,15,77
410690,2024,10,20,23,11,14,2861
410700,2023,16,20,21,5,6,6
410700,2024,8,8,8,1,1,7
410700,2024,10,20,26,11,17,149
410712,2024,13,21,27,9,15,36
410720,2024,2,14,17,13,16,621
410730,2024,7,12,20,6,14,3
410740,2024,4,4,4,1,1,5
410740,2024,7,16,22,10,16,346
410750,2024,5,14,20,10,16,331
410753,2023,13,17,21,5,9,51
410753,2024,8,11,20,4,13,111
410754,2024,1,10,10,10,10,140
410755,2024,4,14,15,11,12,88
410760,2023,10,15,22,6,13,50
410760,2024,2,12,17,11,16,873
410770,2024,11,11,16,1,6,0
410770,2024,18,21,26,4,9,12
410775,2024,7,19,26,13,20,38
410785,2024,6,19,21,14,16,35
410790,2023,14,19,21,6,8,94
410790,2023,47,49,52,3,6,46
410790,2024,1,6,14,6,14,220
410800,2024,13,20,22,8,10,48
410810,2023,11,12,19,2,9,28
410820,2024,6,17,18,12,13,72
410830,2023,7,15,22,9,16,5131
410830,2024,6,9,9,4,4,645
410832,2024,7,11,20,5,14,24
410840,2024,5,14,20,10,16,2676
410845,2024,16,21,23,6,8,45
410855,2023,52,52,52,1,1,2
410855,2024,2,8,16,7,15,8
410860,2023,17,17,17,1,1,24
410860,2023,19,20,21,2,3,26
410860,2024,2,15,21,14,20,890
410865,2024,16,19,23,4,8,7
410870,2024,5,13,21,9,17,79
410890,2023,10,13,15,4,6,22
410895,2024,12,19,22,8,11,29
410900,2024,6,16,23,11,18,12
410910,2023,11,14,20,4,10,28
410910,2023,42,42,47,1,6,11
410910,2024,3,6,9,4,7,23
410920,2023,4,12,16,9,13,1018
410930,2024,3,16,21,14,19,325
410940,2024,8,20,24,13,17,66
410950,2023,10,14,17,5,8,42
410960,2023,11,20,26,10,16,258
410960,2024,5,15,20,11,16,439
410965,2024,12,20,21,9,10,19
410970,2024,2,12,21,11,20,878
410975,2024,7,14,21,8,15,117
410980,2023,8,11,21,4,14,311
410980,2024,9,11,11,3,3,64
410990,2024,10,20,25,11,16,267
411000,2023,10,18,23,9,14,21
411005,2024,9,14,21,6,13,362
411007,2024,14,15,22,2,9,16
411010,2024,8,8,8,1,1,2
411010,2024,10,15,22,6,13,255
411050,2024,13,18,23,6,11,20
411060,2023,9,15,22,7,14,294
411070,2024,12,20,23,9,12,34
411080,2024,4,14,21,11,18,610
411090,2023,7,12,14,6,8,23
411095,2023,11,20,22,10,12,291
411095,2024,9,19,22,11,14,589
411100,2023,14,19,21,6,8,10
411100,2024,5,16,21,12,17,44
411110,2023,45,51,52,7,8,192
411110,2024,1,6,12,6,12,78
411130,2023,9,15,22,7,14,223
411140,2024,8,16,22,9,15,104
411150,2023,13,21,21,9,9,13
411150,2023,47,52,52,6,6,43
411150,2024,1,5,8,5,8,279
411155,2024,14,14,20,1,7,28
411160,2024,7,8,21,2,15,21
411170,2024,3,3,3,1,1,0
411170,2024,5,16,20,12,16,46
411180,2023,48,51,52,4,5,135
411180,2024,1,2,21,2,21,352
411190,2023,6,6,7,1,2,11
411190,2023,9,19,23,11,15,156
411190,2024,10,20,21,11,12,44
411200,2024,12,19,26,8,15,239
411210,2023,14,17,23,4,10,50
411210,2023,44,51,52,8,9,59
411210,2024,1,9,16,9,16,120
411220,2023,15,15,15,1,1,34
411220,2023,18,18,18,1,1,13
411220,2023,20,20,20,1,1,14
411220,2024,2,2,2,1,1,24
411220,2024,4,12,20,9,17,428
411230,2024,8,16,24,9,17,111
411250,2023,11,14,21,4,11,3
411250,2024,2,13,19,12,18,197
411270,2023,12,18,21,7,10,116
411270,2024,13,20,23,8,11,83
411275,2024,10,20,20,11,11,53
411280,2023,10,15,21,6,12,40
411280,2024,6,17,26,12,21,208
411290,2024,12,20,22,9,11,29
411295,2024,1,10,15,10,15,279
411300,2024,2,11,20,10,19,225
411310,2024,3,10,15,8,13,33
411320,2024,14,20,22,7,9,5
411325,2024,15,21,27,7,13,238
411330,2023,12,15,20,4,9,51
411330,2024,7,19,23,13,17,498
411340,2024,8,17,21,10,14,174
411342,2023,13,19,23,7,11,36
411342,2023,41,47,52,7,12,44
411342,2024,1,6,17,6,17,104
411345,2023,48,50,52,3,5,6
411345,2024,1,11,15,11,15,68
411370,2023,8,17,22,10,15,6317
411370,2024,4,17,21,14,18,3292
411373,2023,48,50,52,3,5,96
411373,2024,1,3,13,3,13,434
411375,2023,46,52,52,7,7,22
411375,2024,1,6,12,6,12,81
411380,2023,1,12,15,12,15,118
411390,2024,14,20,22,7,9,12
411400,2024,8,14,20,7,13,134
411410,2024,8,17,21,10,14,112
411420,2023,15,20,21,6,7,16
411420,2024,1,15,17,15,17,169
411435,2024,10,15,21,6,12,28
411440,2024,10,17,21,8,12,193
411450,2024,5,20,21,16,17,67
411460,2024,8,19,21,12,14,970
411470,2023,1,7,15,7,15,49
411480,2023,12,21,22,10,11,49
411480,2024,2,16,21,15,20,470
411490,2023,13,13,13,1,1,3
411490,2023,15,15,15,1,1,18
411490,2024,1,14,21,14,21,179
411500,2023,1,10,19,10,19,91
411510,2023,45,52,52,8,8,126
411510,2024,1,2,14,2,14,175
411520,2023,12,15,20,4,9,290
411520,2024,3,12,21,10,19,1491
411530,2024,8,14,14,7,7,3
411535,2024,5,11,17,7,13,30
411540,2024,7,17,22,11,16,204
411545,2024,9,21,22,13,14,50
411550,2024,13,20,20,8,8,50
411570,2023,11,15,23,5,13,31
411570,2024,6,12,18,7,13,38
411573,2024,13,17,23,5,11,59
411575,2024,3,17,19,15,17,194
411580,2024,8,19,21,12,14,686
411590,2023,51,51,52,1,2,4
411590,2024,1,2,4,2,4,38
411590,2024,9,15,21,7,13,144
411600,2023,7,17,20,11,14,97
411605,2024,8,20,24,13,17,146
411610,2024,2,12,20,11,19,149
411620,2024,4,14,21,11,18,50
411630,2023,9,15,21,7,13,111
411640,2023,1,7,15,7,15,155
411650,2024,4,8,10,5,7,33
411660,2024,3,8,20,6,18,240
411670,2023,13,20,22,8,10,70
411670,2024,7,16,21,10,15,226
411680,2024,10,17,22,8,13,153
411695,2024,7,14,19,8,13,134
411700,2023,9,11,21,3,13,2
411705,2024,6,14,21,9,16,249
411710,2023,5,15,18,11,14,258
411720,2023,15,16,20,2,6,20
411721,2023,11,16,20,6,10,20
411721,2024,10,20,23,11,14,149
411725,2024,11,15,21,5,11,182
411727,2023,18,19,24,2,7,13
411727,2023,44,44,44,1,1,0
411727,2023,46,52,52,7,7,19
411727,2024,1,4,15,4,15,61
411729,2023,13,18,22,6,10,29
411729,2024,3,19,21,17,19,59
411730,2023,14,14,14,1,1,2
411730,2023,16,17,21,2,6,3
411730,2024,3,12,20,10,18,579
411745,2023,19,19,24,1,6,19
411745,2024,8,20,22,13,15,228
411750,2024,7,14,14,8,8,37
411770,2024,11,20,25,10,15,94
411780,2024,8,19,22,12,15,594
411790,2024,6,11,21,6,16,516
411800,2023,13,16,23,4,11,49
411800,2023,52,52,52,1,1,23
411800,2024,1,8,22,8,22,174
411820,2023,10,17,25,8,16,84
411820,2024,6,15,21,10,16,48
411840,2023,52,52,52,1,1,59
411840,2024,1,8,16,8,16,345
411845,2024,13,17,20,5,8,143
411850,2024,10,17,21,8,12,452
411880,2023,50,51,52,2,3,59
411880,2024,1,5,13,5,13,297
411885,2024,4,12,20,9,17,348
411890,2023,9,15,23,7,15,8
411890,2024,11,18,21,8,11,98
411900,2024,7,14,20,8,14,36
411915,2024,7,20,24,14,18,277
411920,2024,8,17,23,10,16,130
411930,2024,11,19,23,9,13,74
411940,2024,14,21,26,8,13,61
411950,2024,13,15,22,3,10,5
411960,2024,5,16,21,12,17,568
411965,2024,11,18,20,8,10,186
411970,2023,52,52,52,1,1,3
411970,2024,1,5,14,5,14,64
411980,2023,10,15,21,6,12,664
411980,2024,5,15,21,11,17,1964
411990,2024,8,20,25,13,18,1920
411995,2023,10,12,25,3,16,1
411995,2024,4,15,21,12,18,8
412000,2023,12,18,22,7,11,75
412015,2024,5,8,21,4,17,11
412033,2023,7,13,21,7,15,80
412033,2024,12,18,24,7,13,62
412035,2024,6,15,20,10,15,358
412040,2024,9,15,22,7,14,54
412050,2024,10,20,26,11,17,108
412060,2024,10,21,25,12,16,63
412065,2024,3,12,19,10,17,208
412070,2023,14,19,21,6,8,23
412070,2024,9,17,23,9,15,145
412080,2024,14,17,21,4,8,34
412085,2024,4,12,16,9,13,217
412090,2024,1,8,13,8,13,851
412100,2023,13,21,25,9,13,30
412100,2023,42,48,52,7,11,38
412100,2024,1,2,8,2,8,36
412110,2023,51,52,52,2,2,19
412110,2024,1,8,16,8,16,235
412125,2024,7,16,22,10,16,46
412130,2024,5,7,21,3,17,3
412140,2024,3,14,17,12,15,219
412150,2024,11,19,22,9,12,127
412160,2024,12,19,25,8,14,94
412170,2024,8,19,21,12,14,170
412175,2024,12,19,21,8,10,56
412180,2023,15,15,15,1,1,1
412180,2023,17,20,21,4,5,12
412180,2023,23,24,24,2,2,7
412180,2024,7,20,26,14,20,136
412190,2024,3,12,13,10,11,151
412200,2024,15,20,22,6,8,8
412210,2024,4,15,24,12,21,58
412215,2023,13,13,13,1,1,5
412215,2023,15,15,16,1,2,30
412215,2023,18,20,21,3,4,18
412215,2023,23,23,23,1,1,2
412215,2024,6,14,17,9,12,491
412217,2024,4,15,16,12,13,53
412230,2024,14,14,20,1,7,6
412240,2024,3,20,21,18,19,1541
412250,2024,4,14,19,11,16,513
412260,2023,5,15,20,11,16,178
412265,2024,8,20,25,13,18,116
412270,2023,14,16,22,3,9,7
412270,2024,7,17,21,11,15,195
412280,2024,10,17,22,8,13,22
412290,2024,10,20,23,11,14,32
412300,2024,4,8,9,5,6,31
412310,2023,45,48,52,4,8,1
412310,2024,1,1,2,1,2,0
412320,2023,10,12,23,3,14,42
412320,2024,19,26,27,8,9,44
412330,2023,10,19,24,10,15,42
412340,2023,4,15,20,12,17,134
412350,2024,9,19,25,11,17,2444
412360,2023,11,18,20,8,10,212
412370,2024,16,20,21,5,6,163
412380,2023,47,50,52,4,6,39
412380,2024,1,4,15,4,15,133
412382,2024,2,9,17,8,16,454
412385,2024,8,20,24,13,17,64
412390,2023,9,11,17,3,9,7
412390,2024,12,20,25,9,14,67
412395,2024,12,19,23,8,12,36
412402,2024,4,15,19,12,16,262
412405,2023,3,13,18,11,16,392
412405,2024,12,19,21,8,10,88
412410,2023,15,20,23,6,9,34
412410,2024,2,12,20,11,19,624
412430,2024,13,19,25,7,13,10
412440,2024,5,14,20,10,16,1060
412450,2023,13,18,19,6,7,85
412460,2024,7,19,21,13,15,40
412470,2023,14,15,18,2,5,2
412470,2024,4,13,22,10,19,12
412480,2023,10,15,22,6,13,352
412480,2024,8,19,21,12,14,414
412490,2023,15,15,25,1,11,19
412490,2024,2,11,18,10,17,56
412500,2023,50,50,52,1,3,1
412500,2024,1,12,15,12,15,69
412520,2023,12,15,21,4,10,60
412520,2024,7,14,21,8,15,374
412530,2024,14,19,20,6,7,16
412535,2023,13,13,20,1,8,1
412540,2024,11,23,26,13,16,34
412545,2023,10,14,16,5,7,15
412545,2023,19,20,24,2,6,19
412545,2024,9,19,22,11,14,201
412555,2024,11,16,23,6,13,43
412560,2024,13,17,22,5,10,30
412570,2023,10,15,21,6,12,140
412570,2024,10,16,25,7,16,156
412575,2024,5,17,21,13,17,60
412580,2023,10,15,22,6,13,45
412580,2024,5,20,21,16,17,127
412590,2023,2,6,7,5,6,17
412610,2024,11,19,22,9,12,390
412620,2024,10,20,23,11,14,66
412625,2023,13,21,21,9,9,98
412625,2024,3,12,21,10,19,254
412627,2024,6,15,20,10,15,218
412630,2024,12,19,21,8,10,336
412635,2024,15,21,21,7,7,81
412640,2023,13,19,23,7,11,32
412640,2024,9,19,21,11,13,126
412650,2023,13,17,19,5,7,876
412650,2024,17,20,22,4,6,582
412660,2023,52,52,52,1,1,0
412660,2024,2,15,21,14,20,655
412665,2024,10,14,20,5,11,257
412667,2023,14,16,17,3,4,22
412667,2023,19,20,23,2,5,22
412667,2024,4,12,21,9,18,498
412670,2023,37,42,52,6,16,13
412670,2024,1,10,12,10,12,23
412690,2024,12,19,22,8,11,10
412710,2024,8,19,22,12,15,1059
412730,2023,9,15,23,7,15,223
412740,2023,15,21,24,7,10,22
412740,2023,52,52,52,1,1,8
412740,2024,1,12,16,12,16,134
412770,2024,4,12,21,9,18,4420
412780,2023,11,15,17,5,7,17
412780,2024,7,15,23,9,17,53
412785,2023,15,21,22,7,8,53
412785,2024,3,12,16,10,14,343
412790,2023,15,15,17,1,3,15
412790,2023,19,19,20,1,2,7
412790,2023,40,45,46,6,7,49
412790,2024,2,10,20,9,19,78
412795,2024,4,19,21,16,18,36
412796,2024,10,14,15,5,6,6
412810,2024,4,8,21,5,18,487
412820,2024,15,21,22,7,8,28
412830,2024,4,9,9,6,6,40
412830,2024,11,11,16,1,6,36
412840,2024,12,19,25,8,14,101
412850,2024,8,21,25,14,18,262
412853,2024,10,16,23,7,14,45
412855,2024,12,16,21,5,10,102
412860,2024,10,15,20,6,11,188
412862,2024,9,19,21,11,13,52
412865,2024,11,17,22,7,12,42
412870,2024,7,14,21,8,15,230
412880,2023,14,20,20,7,7,24
412880,2023,50,50,52,1,3,3
412880,2024,1,14,23,14,23,82
420050,2023,13,19,22,7,10,54
420050,2024,5,19,21,15,17,436
420055,2023,14,19,20,6,7,21
420055,2024,16,17,24,2,9,41
420060,2023,11,17,18,7,8,23
420080,2024,15,19,22,5,8,16
420120,2023,15,18,20,4,6,50
420125,2023,42,48,51,7,10,55
420125,2024,2,10,11,9,10,200
420127,2023,13,15,18,3,6,1
420130,2023,11,15,25,5,15,114
420130,2024,1,14,21,14,21,314
420160,2024,12,19,20,8,9,1
420165,2024,13,18,21,6,9,30
420180,2024,14,15,19,2,6,4
420200,2023,11,20,24,10,14,405
420200,2024,7,16,21,10,15,381
420205,2023,13,15,25,3,13,7
420205,2024,7,20,21,14,15,185
420208,2024,16,21,26,6,11,9
420210,2023,12,19,25,8,14,59
420210,2024,6,15,21,10,16,180
420220,2024,13,19,21,7,9,57
420230,2023,10,19,24,10,15,333
420240,2024,5,15,21,11,17,11169
420245,2023,12,14,24,3,13,23
420245,2024,7,15,17,9,11,105
420253,2024,9,19,20,11,12,450
420280,2024,11,17,21,7,11,299
420290,2024,12,17,21,6,10,574
420320,2023,12,17,24,6,13,168
420320,2024,5,12,23,8,19,686
420350,2024,8,19,21,12,14,131
420360,2024,14,17,21,4,8,26
420370,2023,16,21,25,6,10,6
420370,2024,9,13,21,5,13,25
420390,2024,11,17,23,7,13,142
420410,2024,8,16,21,9,14,212
420420,2024,8,19,21,12,14,1646
420430,2024,14,19,21,6,8,634
420450,2024,11,19,24,9,14,58
420470,2024,15,21,22,7,8,337
420475,2024,13,15,21,3,9,132
420490,2024,12,16,21,5,10,42
420500,2024,8,19,21,12,14,84
420515,2024,13,16,18,4,6,4
420517,2024,11,19,21,9,11,206
420530,2024,11,20,20,10,10,25
420540,2023,9,15,22,7,14,2864
420540,2024,13,17,19,5,7,1461
420543,2024,8,15,21,8,14,159
420560,2024,10,20,22,11,13,66
420580,2023,12,20,24,9,13,28
420580,2024,10,16,25,7,16,66
420590,2024,8,15,21,8,14,116
420600,2023,12,18,26,7,15,64
420600,2024,13,17,21,5,9,109
420630,2024,11,16,16,6,6,99
420650,2024,10,21,25,12,16,340
420660,2024,7,16,21,10,15,82
420665,2024,9,16,22,8,14,159
420670,2024,12,20,22,9,11,99
420710,2024,6,14,20,9,15,95
420750,2024,7,16,21,10,15,2141
420760,2024,14,21,23,8,10,240
420768,2024,10,17,21,8,12,124
420785,2024,16,19,21,4,6,72
420820,2023,14,20,27,7,14,268
420820,2024,4,12,21,9,18,2369
420830,2023,10,15,23,6,14,435
420830,2024,8,14,20,7,13,133
420840,2023,12,14,19,3,8,64
420840,2023,52,52,52,1,1,8
420840,2024,1,12,20,12,20,516
420845,2023,19,19,20,1,2,48
420845,2024,6,15,22,10,17,749
420890,2024,8,20,24,13,17,4458
420895,2024,16,21,21,6,6,112
420910,2023,10,15,24,6,15,1741
420910,2024,6,16,21,11,16,5281
420917,2024,13,21,23,9,11,44
420945,2024,14,20,23,7,10,21
